timestamp_utc,client_login,server,symbol,signal,lot,price,sl,tp,ticket,retcode,message
2026-02-16 04:43:24,81588017,Exness-MT5Trial10,GBPJPY,SELL,0.01,208.862,209.162,208.262,356559398,10009,DONE
